Atomtypes,Cuttoff,Ncliques,Distance,Median(Score),LDA,SUC,SAM,LLP,U5P,1PE,GSH,PMP,PLM,BOG,Mean,Percent
ACC_DON_GRE,1.5,5,6,SOScore08,0.5836419753,0.7216049383,0.6265432099,0.6993055556,0.6571759259,0.4195216049,0.8596450617,0.9057098765,0.4857253086,0.3212962963,0.6280169753,0
ACC_DON_GRE,2.5,5,6,GO,0.6045524691,0.5773148148,0.6530864198,0.7295524691,0.4113425926,0.549845679,0.7260802469,0.8385802469,0.6843364198,0.4952160494,0.6269907407,0
CA_GRE,3.5,5,6,SOScore08,0.7204475309,0.4483796296,0.6351080247,0.6820987654,0.6478395062,0.625154321,0.6635802469,0.8471450617,0.5411265432,0.4438271605,0.625470679,0
CA_ACC_DON,3,5,6,GO,0.5459104938,0.6469907407,0.6722993827,0.6739969136,0.5293981481,0.5647376543,0.7755401235,0.8090277778,0.5572530864,0.4773919753,0.6252546296,0
ACC_DON_GRE,2,5,6,SOScore05,0.538117284,0.7614969136,0.600462963,0.7081790123,0.6231481481,0.3663580247,0.8891203704,0.8945216049,0.550617284,0.3139660494,0.6245987654,0
CA_GRE,3,5,6,SO,0.7433641975,0.461882716,0.6480709877,0.686882716,0.6161265432,0.6368055556,0.6512345679,0.8631944444,0.494058642,0.4344907407,0.6236111111,0
ACC_DON_GRE,3.5,5,6,RMSD,0.5773148148,0.6582561728,0.5726851852,0.7482253086,0.5572530864,0.4304783951,0.7636574074,0.8327160494,0.5614197531,0.5094135802,0.6211419753,0
CA_ACC_DON_GRE,3.5,5,6,GO,0.5853395062,0.613117284,0.6137345679,0.6625771605,0.4720679012,0.5554012346,0.7885030864,0.7399691358,0.6974537037,0.4774691358,0.6205632716,0
CA_GRE,2,5,6,SOScore08,0.6891203704,0.4969907407,0.6635802469,0.6406635802,0.5952160494,0.5537808642,0.6622685185,0.9033179012,0.5266975309,0.4546296296,0.6186265432,0
CA_ACC_DON,1.5,5,6,SOScore05,0.4837962963,0.5320987654,0.6585648148,0.6388888889,0.5831018519,0.518904321,0.7941358025,0.9180555556,0.594367284,0.4588734568,0.6180787037,0
CA_GRE,1.5,5,6,SOScore05,0.6786265432,0.5531635802,0.5777006173,0.6039351852,0.5944444444,0.5764660494,0.6987654321,0.9104938272,0.5172067901,0.469367284,0.6180169753,0
ACC_DON_GRE,1.5,5,6,SO,0.5734567901,0.7171296296,0.5967592593,0.6913580247,0.6679012346,0.4055555556,0.8545524691,0.9,0.4551697531,0.3108796296,0.6172762346,0
CA_GRE,2,5,6,GO,0.5990740741,0.5084104938,0.6506944444,0.6766975309,0.5050154321,0.4741512346,0.7706018519,0.7837962963,0.7102623457,0.4792438272,0.6157947531,0
ACC_DON,2,5,6,GO,0.5278549383,0.5520061728,0.6945987654,0.7196759259,0.5561728395,0.4944444444,0.7274691358,0.7854938272,0.5206790123,0.5787037037,0.6157098765,0.001010101
ACC_DON_GRE,3,5,6,RMSD,0.5458333333,0.6111111111,0.6060185185,0.7554012346,0.5895833333,0.4523148148,0.7091820988,0.8742283951,0.4770061728,0.5352623457,0.6155941358,0
CA_ACC_DON_GRE,3,5,6,RMSD,0.4846450617,0.5844907407,0.7089506173,0.6955246914,0.5208333333,0.4875,0.7776234568,0.8985339506,0.4533950617,0.5435185185,0.6155015432,0
CA_GRE,3.5,5,6,SO,0.7146604938,0.4423611111,0.6191358025,0.6665123457,0.6527006173,0.6317901235,0.6371141975,0.824845679,0.5155864198,0.449537037,0.6154243827,0
CA_GRE,1.5,5,6,GO,0.5457561728,0.524537037,0.6077160494,0.6847993827,0.5514660494,0.530787037,0.7479166667,0.8022376543,0.6705246914,0.4783179012,0.6144058642,0
CA_GRE,2,5,6,SO,0.6767746914,0.4829475309,0.6583333333,0.6246141975,0.5955246914,0.5560185185,0.6530092593,0.8972993827,0.5052469136,0.468904321,0.611867284,0
CA_ACC_DON,3.5,5,6,GO,0.5351851852,0.6336419753,0.6139660494,0.6997685185,0.5025462963,0.5241512346,0.7594907407,0.7704475309,0.593132716,0.4679012346,0.6100231481,0
ACC_DON_GRE,2.5,5,6,RMSD,0.5380401235,0.5525462963,0.5966820988,0.7446759259,0.5648919753,0.5095679012,0.7157407407,0.8616512346,0.4527006173,0.5536265432,0.6090123457,0
ACC_DON,2.5,5,6,GO,0.4927469136,0.5834104938,0.725154321,0.7012345679,0.5050154321,0.4817901235,0.7200617284,0.7982253086,0.5292438272,0.5491512346,0.6086033951,0.001010101
ACC_DON_GRE,2,5,6,SOScore08,0.5212962963,0.7601080247,0.5577160494,0.6794753086,0.6417438272,0.3537808642,0.8780092593,0.8803240741,0.5054783951,0.3069444444,0.6084876543,0
CA_ACC_DON,2,5,6,SOScore05,0.3967592593,0.5165123457,0.6810185185,0.718132716,0.5950617284,0.4703703704,0.8342592593,0.8865740741,0.5591820988,0.4188271605,0.6076697531,0
ACC_DON_GRE,2.5,5,6,SOScore05,0.5594907407,0.7453703704,0.5419753086,0.656095679,0.581867284,0.3968364198,0.8634259259,0.8633487654,0.5760802469,0.2776234568,0.6062114198,0
CA_ACC_DON,2,5,6,GO,0.5320987654,0.6466049383,0.7548611111,0.7058641975,0.4979166667,0.4679783951,0.7529320988,0.6842592593,0.5148919753,0.4961419753,0.6053549383,0
CA_ACC_DON,1.5,5,6,SOScore08,0.4455246914,0.4853395062,0.6397376543,0.6114197531,0.5959104938,0.5211419753,0.7915123457,0.9263888889,0.5989197531,0.4300925926,0.6045987654,0
CA_ACC_DON,2.5,5,6,GO,0.5631944444,0.6511574074,0.6759259259,0.662654321,0.4691358025,0.455941358,0.7522376543,0.7266975309,0.5847993827,0.499537037,0.6041280864,0
ACC_DON_GRE,2,5,6,RMSD,0.6223765432,0.530632716,0.6168981481,0.6264660494,0.4924382716,0.5418209877,0.6838734568,0.8891975309,0.4743055556,0.5628858025,0.6040895062,0
ACC_DON_GRE,2,5,6,SO,0.5121141975,0.756867284,0.5470679012,0.6669753086,0.6523919753,0.3500771605,0.8724537037,0.8709876543,0.488117284,0.3163580247,0.6033410494,0
CA_GRE,1.5,5,6,SOScore08,0.699845679,0.5278549383,0.5476080247,0.5651234568,0.5591820988,0.5820216049,0.6737654321,0.9066358025,0.4710648148,0.499537037,0.6032638889,0
ACC_DON,3,5,6,RMSD,0.7557098765,0.5322530864,0.5392746914,0.5230709877,0.4553240741,0.662345679,0.6228395062,0.7441358025,0.5382716049,0.6134259259,0.5986651235,0.001010101
CA_ACC_DON_GRE,2.5,5,6,GO,0.5697530864,0.6214506173,0.5969135802,0.6479166667,0.4852623457,0.4847222222,0.7474537037,0.6944444444,0.6655092593,0.4604166667,0.5973842593,0
ACC_DON,3,5,6,GO,0.4731481481,0.5801697531,0.6536265432,0.7548611111,0.4845679012,0.5091820988,0.7159722222,0.7683641975,0.5422839506,0.4787808642,0.596095679,0.001010101
CA_ACC_DON,1.5,5,6,SO,0.4186728395,0.4747685185,0.6344135802,0.6028549383,0.5944444444,0.5200617284,0.7845679012,0.9208333333,0.5899691358,0.4185185185,0.5959104938,0
CA_GRE,1.5,5,6,SO,0.6903549383,0.5164351852,0.5343364198,0.5447530864,0.5607253086,0.5799382716,0.6493055556,0.9024691358,0.4613425926,0.505941358,0.5945601852,0
ACC_DON_GRE,3,5,6,SOScore05,0.5507716049,0.7296296296,0.4742283951,0.625154321,0.5952932099,0.3783950617,0.8647376543,0.8423611111,0.5793209877,0.3017746914,0.5941666667,0
CA_ACC_DON,2,5,6,SOScore08,0.3542438272,0.4837962963,0.6709876543,0.6888888889,0.6174382716,0.4597993827,0.812345679,0.9023919753,0.5648148148,0.3816358025,0.5936342593,0
ACC_DON,1.5,5,6,GO,0.50625,0.5179783951,0.6328703704,0.6957561728,0.513117284,0.4701388889,0.7020833333,0.7808641975,0.5782407407,0.531558642,0.5928858025,0.001010101
CA_ACC_DON,1.5,5,6,GO,0.5138888889,0.5938271605,0.6668981481,0.69375,0.5149691358,0.4576388889,0.7173611111,0.7206018519,0.5215277778,0.5072530864,0.5907716049,0
CA_ACC_DON,2.5,5,6,SOScore05,0.305787037,0.5345679012,0.6542438272,0.7206790123,0.5798611111,0.4141975309,0.8475308642,0.8853395062,0.5983796296,0.3581018519,0.5898688272,0
ACC_DON,3.5,5,6,GO,0.4764660494,0.5412808642,0.6592592593,0.7212962963,0.4780092593,0.5232253086,0.6969135802,0.7579475309,0.5334876543,0.5020061728,0.5889891975,0.001010101
CA_ACC_DON,2,5,6,SO,0.3211419753,0.4614969136,0.6707561728,0.6854938272,0.6273919753,0.4624228395,0.8010802469,0.9058641975,0.5607253086,0.3849537037,0.588132716,0
CA_ACC_DON,3,5,6,SOScore05,0.318287037,0.5698302469,0.6418209877,0.7172839506,0.6295524691,0.3518518519,0.8422839506,0.9013888889,0.5714506173,0.337037037,0.5880787037,0
ACC_DON,2.5,5,6,RMSD,0.7467592593,0.4714506173,0.5777006173,0.475154321,0.4659722222,0.6746141975,0.5783950617,0.7724537037,0.4866512346,0.6238425926,0.5872993827,0.001010101
ACC_DON_GRE,2.5,5,6,SOScore08,0.5319444444,0.7521604938,0.5058641975,0.5969135802,0.61875,0.3707561728,0.8659722222,0.8260030864,0.5365740741,0.2668209877,0.5871759259,0
CA_ACC_DON_GRE,2.5,5,6,RMSD,0.5225308642,0.4521604938,0.662654321,0.619367284,0.5354938272,0.4898148148,0.7424382716,0.9016203704,0.4143518519,0.5303240741,0.5870756173,0
CA_ACC_DON,2,5,6,RMSD,0.7500771605,0.5305555556,0.5391975309,0.3469907407,0.5050925926,0.7403549383,0.5614197531,0.694058642,0.587962963,0.5659722222,0.5821682099,0
ACC_DON_GRE,3.5,5,6,SOScore05,0.5768518519,0.7159722222,0.4742283951,0.5574845679,0.587191358,0.4090277778,0.8192901235,0.8070216049,0.5614197531,0.2986882716,0.5807175926,0
ACC_DON,3.5,5,6,RMSD,0.7486882716,0.5240740741,0.4709104938,0.5582561728,0.4739197531,0.6091820988,0.6015432099,0.7016975309,0.5610339506,0.556867284,0.580617284,0.001010101
CA_ACC_DON,2.5,5,6,SOScore08,0.280632716,0.4887345679,0.6472993827,0.7094135802,0.5920524691,0.4016975309,0.8348765432,0.8982253086,0.5760802469,0.3580246914,0.5787037037,0
CA_ACC_DON_GRE,2,5,6,GO,0.555787037,0.6060185185,0.6320987654,0.6047067901,0.4392746914,0.487345679,0.7466049383,0.6415123457,0.6670524691,0.4050925926,0.5785493827,0
ACC_DON_GRE,2.5,5,6,SO,0.5219907407,0.7489969136,0.487654321,0.575154321,0.625,0.3715277778,0.8567901235,0.8039351852,0.5212191358,0.2680555556,0.5780324074,0
CA_ACC_DON,3.5,5,6,SOScore05,0.2655092593,0.5899691358,0.6227623457,0.6962962963,0.6304783951,0.3740740741,0.831404321,0.8702160494,0.5567901235,0.3317901235,0.5769290123,0
CA_ACC_DON_GRE,1.5,5,6,GO,0.6066358025,0.5289351852,0.6197530864,0.6945987654,0.43125,0.4946759259,0.7165895062,0.606867284,0.5916666667,0.4599537037,0.5750925926,0
CA_GRE,3.5,5,6,RMSD,0.5464506173,0.6039351852,0.5441358025,0.5984567901,0.5593364198,0.3862654321,0.7611882716,0.8387345679,0.4270833333,0.4739197531,0.5739506173,0
CA_ACC_DON_GRE,2,5,6,RMSD,0.5520833333,0.5341820988,0.5304783951,0.5420524691,0.5380401235,0.5417438272,0.6337962963,0.8375,0.4636574074,0.5602623457,0.5733796296,0
CA_ACC_DON,2.5,5,6,SO,0.2672839506,0.4664351852,0.6401234568,0.7019290123,0.5827932099,0.3992283951,0.8236111111,0.9019290123,0.5721450617,0.3647376543,0.5720216049,0
CA_ACC_DON,3,5,6,SOScore08,0.2861882716,0.5332561728,0.624382716,0.711882716,0.6235339506,0.3356481481,0.8242283951,0.900617284,0.5533950617,0.3257716049,0.5718904321,0
ACC_DON_GRE,3,5,6,SOScore08,0.525308642,0.7200617284,0.4487654321,0.5406635802,0.6026234568,0.3741512346,0.8538580247,0.8005401235,0.5492283951,0.293287037,0.5708487654,0
ACC_DON,1.5,5,6,SOScore05,0.444058642,0.593441358,0.6337962963,0.5581790123,0.5679783951,0.4449845679,0.7597222222,0.7901234568,0.530941358,0.3642746914,0.56875,0.001010101
ACC_DON,2,5,6,RMSD,0.7111111111,0.5027006173,0.5256944444,0.3673611111,0.4771604938,0.6854166667,0.4894290123,0.7215277778,0.5655864198,0.6179783951,0.5663966049,0.001010101
CA_ACC_DON,3,5,6,SO,0.2719135802,0.525617284,0.6125771605,0.7083333333,0.6138117284,0.3239969136,0.81875,0.8944444444,0.5450617284,0.3283179012,0.5642824074,0
CA_GRE,3,5,6,RMSD,0.4762345679,0.6297839506,0.5362654321,0.537345679,0.6316358025,0.3823302469,0.6851080247,0.8237654321,0.431095679,0.5055555556,0.563912037,0
ACC_DON,2,5,6,SOScore05,0.3728395062,0.5985339506,0.625,0.6608796296,0.5851080247,0.3994598765,0.7933641975,0.7594135802,0.4679783951,0.3470679012,0.5609645062,0.001010101
ACC_DON_GRE,3,5,6,SO,0.5124228395,0.706712963,0.4304783951,0.5046296296,0.605632716,0.3746141975,0.8364197531,0.7861111111,0.5268518519,0.2885030864,0.5572376543,0
CA_ACC_DON,3.5,5,6,SOScore08,0.2230709877,0.5426697531,0.5978395062,0.6615740741,0.6329475309,0.3709876543,0.8204475309,0.8637345679,0.5202932099,0.3189814815,0.5552546296,0
ACC_DON_GRE,1.5,5,6,RMSD,0.5547067901,0.5101851852,0.4913580247,0.5106481481,0.5596450617,0.487962963,0.5738425926,0.8351080247,0.4418981481,0.5732253086,0.5538580247,0
CA_ACC_DON,3.5,5,6,SO,0.2244598765,0.5316358025,0.5950617284,0.6428240741,0.6308641975,0.3669753086,0.8101080247,0.855632716,0.5051697531,0.3168981481,0.547962963,0
ACC_DON,2.5,5,6,SOScore05,0.3101080247,0.6207561728,0.6274691358,0.6297839506,0.5781635802,0.3526234568,0.7960648148,0.7579475309,0.4842592593,0.3101851852,0.5467361111,0.001010101
ACC_DON_GRE,3.5,5,6,SOScore08,0.537962963,0.6877314815,0.4135802469,0.450617284,0.5875771605,0.3968364198,0.7895833333,0.7464506173,0.5236111111,0.2966820988,0.5430632716,0
ACC_DON,1.5,5,6,SOScore08,0.4101080247,0.6081790123,0.6276234568,0.4949074074,0.5736882716,0.3854938272,0.7500771605,0.7595679012,0.505941358,0.2893518519,0.5404938272,0.001010101
ACC_DON,2,5,6,SOScore08,0.3483024691,0.599382716,0.6108024691,0.599691358,0.5824845679,0.3664351852,0.7729166667,0.7360339506,0.4625771605,0.3233796296,0.5402006173,0.001010101
ACC_DON,1.5,5,6,SO,0.4103395062,0.6164351852,0.6242283951,0.4752314815,0.5791666667,0.3625,0.7446759259,0.737962963,0.4864969136,0.28125,0.5318287037,0.001010101
ACC_DON,3,5,6,SOScore05,0.3098765432,0.6507716049,0.5711419753,0.618441358,0.5696759259,0.3636574074,0.7570216049,0.7116512346,0.4993055556,0.2609567901,0.53125,0.001010101
ACC_DON,2,5,6,SO,0.3441358025,0.6043209877,0.6043981481,0.5709876543,0.5791666667,0.355632716,0.7570987654,0.7215277778,0.4472993827,0.3077932099,0.5292361111,0.001010101
ACC_DON,2.5,5,6,SOScore08,0.2840277778,0.6135802469,0.6002314815,0.5635802469,0.5863425926,0.3533950617,0.7788580247,0.7138117284,0.4805555556,0.3038580247,0.5278240741,0.001010101
ACC_DON_GRE,3.5,5,6,SO,0.5203703704,0.6677469136,0.39375,0.4008487654,0.587191358,0.394367284,0.7632716049,0.7135030864,0.5229938272,0.2962191358,0.5260262346,0
ACC_DON,1.5,5,6,RMSD,0.7012345679,0.481095679,0.4097222222,0.3185185185,0.3598765432,0.7136574074,0.4042438272,0.655787037,0.5589506173,0.6519290123,0.5255015432,0.001010101
ACC_DON,3.5,5,6,SOScore05,0.2897376543,0.6686728395,0.5609567901,0.5817901235,0.5974537037,0.3739197531,0.7358024691,0.687962963,0.4675925926,0.2792438272,0.5243132716,0.001010101
CA_GRE,1.5,5,6,aaScore08,0.5548611111,0.450308642,0.5488425926,0.6042438272,0.3603395062,0.606558642,0.4077160494,0.4982253086,0.6702932099,0.4932098765,0.5194598765,0
ACC_DON,2.5,5,6,SO,0.2691358025,0.6040895062,0.5790123457,0.5310185185,0.5930555556,0.3613425926,0.7652006173,0.6935185185,0.4763888889,0.2974537037,0.5170216049,0.001010101
CA_ACC_DON,1.5,5,6,RMSD,0.7329475309,0.4983796296,0.3966820988,0.294212963,0.4891975309,0.662808642,0.3920524691,0.5112654321,0.5763888889,0.5668209877,0.5120756173,0
CA_GRE,2.5,5,6,RMSD,0.4130401235,0.5902006173,0.4240740741,0.4551697531,0.5649691358,0.3672839506,0.6828703704,0.775462963,0.3686728395,0.4725308642,0.5114274691,0
ACC_DON,3,5,6,SOScore08,0.2843364198,0.6206018519,0.5422067901,0.5240740741,0.5851851852,0.3515432099,0.7460648148,0.6465277778,0.4737654321,0.2733796296,0.5047685185,0.001010101
CA_GRE,2,5,6,RMSD,0.4672839506,0.5387345679,0.3790123457,0.4676697531,0.5766975309,0.4216820988,0.6289351852,0.6853395062,0.3224537037,0.556558642,0.5044367284,0
CA_ACC_DON_GRE,1.5,5,6,RMSD,0.5083333333,0.5449074074,0.4647376543,0.3590277778,0.4888888889,0.49375,0.4817901235,0.6468364198,0.4323302469,0.5797067901,0.5000308642,0
CA_ACC_DON_GRE,1.5,5,6,aaScore08,0.4913580247,0.4506944444,0.5363425926,0.6185185185,0.5297839506,0.5025462963,0.4933641975,0.3435185185,0.5489197531,0.4264660494,0.4941512346,0
ACC_DON,3.5,5,6,SOScore08,0.256867284,0.6466049383,0.5087962963,0.4844907407,0.6054012346,0.3487654321,0.7252314815,0.6125,0.4654320988,0.2746141975,0.4928703704,0.001010101
ACC_DON,3,5,6,SO,0.2768518519,0.6163580247,0.5141975309,0.4902006173,0.5918981481,0.3455246914,0.7311728395,0.605632716,0.4648148148,0.2882716049,0.492492284,0.001010101
CA_GRE,1.5,5,6,aaScore05,0.5336419753,0.4228395062,0.5382716049,0.5499228395,0.350154321,0.593441358,0.3386574074,0.4387345679,0.6295524691,0.4900462963,0.4885262346,0
ACC_DON,3.5,5,6,SO,0.2422839506,0.6366512346,0.4981481481,0.4531635802,0.6048611111,0.3512345679,0.6976851852,0.5777777778,0.4739969136,0.2881944444,0.4823996914,0.001010101
CA_GRE,2,5,6,aaScore08,0.505941358,0.4615740741,0.6077932099,0.5043209877,0.4227623457,0.5796296296,0.3415895062,0.2939814815,0.6414351852,0.4422839506,0.4801311728,0
CA_ACC_DON,1.5,5,6,aaScore08,0.2669753086,0.4905092593,0.5753858025,0.6847222222,0.5124228395,0.343132716,0.5814814815,0.4685185185,0.4212191358,0.4292438272,0.4773611111,0
CA_GRE,2.5,5,6,aaScore08,0.575308642,0.4111882716,0.5576388889,0.5112654321,0.4390432099,0.6281635802,0.2841049383,0.2022376543,0.605632716,0.524537037,0.473912037,0
CA_ACC_DON_GRE,1.5,5,6,aaScore05,0.4741512346,0.4169753086,0.4893518519,0.5716049383,0.556712963,0.4987654321,0.4493055556,0.3166666667,0.4889660494,0.4390432099,0.470154321,0
CA_GRE,1.5,5,6,RMSD,0.444058642,0.537037037,0.4235339506,0.3764660494,0.6320987654,0.3900462963,0.5566358025,0.4805555556,0.3141203704,0.4939814815,0.4648533951,0
ACC_DON,1.5,5,6,aaScore08,0.2719907407,0.5150462963,0.5524691358,0.6537808642,0.6395833333,0.2895833333,0.5792438272,0.3083333333,0.4284722222,0.3464506173,0.4584953704,0.001010101
CA_ACC_DON,1.5,5,6,aaScore05,0.2711419753,0.4588734568,0.5367283951,0.6208333333,0.5179012346,0.3442901235,0.5340277778,0.425,0.4262345679,0.4302469136,0.4565277778,0
CA_GRE,2,5,6,aaScore05,0.4582561728,0.4439814815,0.5468364198,0.4668981481,0.4396604938,0.5753858025,0.2810185185,0.2574845679,0.5484567901,0.4571759259,0.4475154321,0
CA_GRE,2.5,5,6,aaScore05,0.5402777778,0.4121141975,0.505632716,0.4348765432,0.4395833333,0.6135802469,0.2466049383,0.175462963,0.543904321,0.5074845679,0.4419521605,0
ACC_DON,1.5,5,6,aaScore05,0.2719907407,0.5048611111,0.5024691358,0.5778549383,0.6332561728,0.3032407407,0.5027006173,0.2478395062,0.4175925926,0.3670524691,0.4328858025,0.001010101
CA_GRE,3,5,6,aaScore08,0.5090277778,0.3737654321,0.4473765432,0.4375771605,0.3607253086,0.6189814815,0.2783179012,0.1669753086,0.5403549383,0.4802469136,0.4213348765,0
CA_GRE,3.5,5,6,aaScore08,0.4372685185,0.3961419753,0.4285493827,0.3882716049,0.4445987654,0.6232253086,0.2341049383,0.1514660494,0.5502314815,0.5291666667,0.4183024691,0
CA_ACC_DON_GRE,2,5,6,aaScore08,0.431558642,0.4475308642,0.4550925926,0.4472222222,0.4736111111,0.456095679,0.3418981481,0.1592592593,0.5192901235,0.4470679012,0.4178626543,0
ACC_DON_GRE,1.5,5,6,aaScore08,0.4371141975,0.4711419753,0.430632716,0.4481481481,0.4300925926,0.4844907407,0.3857253086,0.1339506173,0.5278549383,0.4289351852,0.417808642,0
ACC_DON,2,5,6,aaScore08,0.2505401235,0.4902777778,0.4445987654,0.5950617284,0.5212962963,0.3214506173,0.487037037,0.2487654321,0.4226851852,0.3822530864,0.4163966049,0.001010101
CA_ACC_DON,2,5,6,aaScore08,0.2493055556,0.4482253086,0.4371141975,0.6225308642,0.5025462963,0.262037037,0.4176697531,0.287654321,0.4141975309,0.4405092593,0.4081790123,0
CA_ACC_DON_GRE,2.5,5,6,aaScore08,0.4825617284,0.5155864198,0.3402006173,0.3573302469,0.48125,0.512037037,0.2435185185,0.0904320988,0.5766203704,0.4587191358,0.4058256173,0
ACC_DON,3.5,5,6,aaScore08,0.2424382716,0.4549382716,0.5094907407,0.412962963,0.5172067901,0.3946759259,0.3851851852,0.2694444444,0.4292438272,0.4360339506,0.405162037,0.001010101
CA_ACC_DON_GRE,2,5,6,aaScore05,0.4102623457,0.4277006173,0.4225308642,0.4206018519,0.5290895062,0.4509259259,0.2966049383,0.1567901235,0.4573302469,0.456712963,0.4028549383,0
ACC_DON,2,5,6,aaScore05,0.243904321,0.4974537037,0.3972222222,0.5074074074,0.5317901235,0.337191358,0.4305555556,0.213117284,0.4459104938,0.4083333333,0.4012885802,0.001010101
CA_GRE,3.5,5,6,aaScore05,0.4390432099,0.4053240741,0.3907407407,0.3734567901,0.4536265432,0.6230709877,0.2104166667,0.150462963,0.475462963,0.4885802469,0.4010185185,0
ACC_DON,2.5,5,6,aaScore08,0.2305555556,0.5310185185,0.3894290123,0.493132716,0.5365740741,0.3324845679,0.3959104938,0.2052469136,0.5033179012,0.3659722222,0.3983641975,0.001010101
ACC_DON,3.5,5,6,aaScore05,0.2733796296,0.4335648148,0.4709104938,0.3625,0.5451388889,0.3983024691,0.3604166667,0.2343364198,0.4329475309,0.4410493827,0.3952546296,0.001010101
CA_GRE,3,5,6,aaScore05,0.4865740741,0.369367284,0.4157407407,0.3617283951,0.3577932099,0.6165123457,0.2507716049,0.1578703704,0.4512345679,0.4814814815,0.3949074074,0
ACC_DON,3,5,6,aaScore08,0.218287037,0.4591820988,0.4415895062,0.4473765432,0.5516203704,0.3544753086,0.3569444444,0.237191358,0.4560185185,0.4023148148,0.3925,0.001010101
CA_ACC_DON,2,5,6,aaScore05,0.2513888889,0.3970679012,0.3929783951,0.5460648148,0.4925154321,0.2800925926,0.3665895062,0.256712963,0.4317901235,0.443595679,0.3858796296,0
CA_ACC_DON_GRE,2.5,5,6,aaScore05,0.4677469136,0.4273919753,0.3389660494,0.3333333333,0.518904321,0.5175925926,0.2273919753,0.0954475309,0.4600308642,0.4641203704,0.3850925926,0
ACC_DON,3,5,6,aaScore05,0.2405864198,0.4466820988,0.4149691358,0.3826388889,0.5444444444,0.3865740741,0.3378858025,0.2016203704,0.444058642,0.4137345679,0.3813194444,0.001010101
CA_ACC_DON_GRE,3,5,6,aaScore08,0.5044753086,0.4014660494,0.2928240741,0.2989197531,0.5049382716,0.4997685185,0.2111111111,0.1030092593,0.5166666667,0.4641975309,0.3797376543,0
ACC_DON_GRE,2.5,5,6,aaScore08,0.4582561728,0.4274691358,0.3861111111,0.2359567901,0.4375,0.481404321,0.2825617284,0.1219135802,0.4991512346,0.4497685185,0.3780092593,0
ACC_DON,2.5,5,6,aaScore05,0.2337962963,0.5029320988,0.3516975309,0.4219135802,0.5567901235,0.3419753086,0.3477623457,0.1660493827,0.4827160494,0.362808642,0.3768441358,0.001010101
ACC_DON_GRE,2,5,6,aaScore08,0.3700617284,0.4518518519,0.3375,0.3457561728,0.4953703704,0.4477623457,0.2786265432,0.094367284,0.4814814815,0.4548611111,0.3757638889,0
ACC_DON_GRE,1.5,5,6,aaScore05,0.4293209877,0.4445987654,0.3231481481,0.3762345679,0.437808642,0.4407407407,0.2977623457,0.0976851852,0.4286265432,0.4279320988,0.3703858025,0
ACC_DON_GRE,3,5,6,aaScore08,0.4249228395,0.3732253086,0.374537037,0.2212962963,0.4096450617,0.544212963,0.286882716,0.1150462963,0.4677469136,0.4613425926,0.3678858025,0
ACC_DON_GRE,3.5,5,6,aaScore08,0.4053240741,0.3287808642,0.4209104938,0.2396604938,0.4389660494,0.5709104938,0.2314814815,0.1497685185,0.3979938272,0.4935185185,0.3677314815,0
ACC_DON_GRE,2.5,5,6,aaScore05,0.4305555556,0.4320987654,0.3532407407,0.2158950617,0.4945216049,0.4643518519,0.2985339506,0.1055555556,0.3851851852,0.4608796296,0.3640817901,0
CA_ACC_DON_GRE,3,5,6,aaScore05,0.4516203704,0.3712191358,0.3030092593,0.287345679,0.5020061728,0.4766203704,0.1895061728,0.0956790123,0.456712963,0.4704475309,0.3604166667,0
CA_ACC_DON,2.5,5,6,aaScore08,0.1919753086,0.4900462963,0.3391975309,0.4731481481,0.5199845679,0.2633487654,0.3032407407,0.1975308642,0.3986111111,0.4216820988,0.3598765432,0
CA_ACC_DON,2.5,5,6,aaScore05,0.2033950617,0.4574074074,0.3095679012,0.4263117284,0.5246141975,0.2837962963,0.2638888889,0.1847222222,0.4218364198,0.4358796296,0.3511419753,0
CA_ACC_DON,3,5,6,aaScore08,0.2385802469,0.5533179012,0.3199845679,0.3885802469,0.5503858025,0.3042438272,0.2770061728,0.1229166667,0.4117283951,0.3375,0.3504243827,0
CA_ACC_DON,3.5,5,6,aaScore08,0.193595679,0.5117283951,0.3680555556,0.3223765432,0.5476080247,0.3658950617,0.2699845679,0.1297839506,0.4010030864,0.3742283951,0.3484259259,0
CA_ACC_DON_GRE,3.5,5,6,aaScore08,0.4871141975,0.4165895062,0.3178240741,0.2104938272,0.4591049383,0.4893518519,0.1661265432,0.0838734568,0.4614197531,0.3882716049,0.3480169753,0
ACC_DON_GRE,3.5,5,6,aaScore05,0.362654321,0.3091820988,0.4080246914,0.2074074074,0.4375,0.5385802469,0.2283950617,0.1282407407,0.3405092593,0.4965277778,0.3457021605,0
CA_ACC_DON,3,5,6,aaScore05,0.2543209877,0.5285493827,0.2897376543,0.3529320988,0.5450617284,0.3253858025,0.2502314815,0.1097222222,0.4441358025,0.3432098765,0.3443287037,0
ACC_DON_GRE,3,5,6,aaScore05,0.3945216049,0.3575617284,0.337808642,0.1875771605,0.4196759259,0.5307098765,0.2821759259,0.1069444444,0.3607253086,0.4592592593,0.3436959877,0
ACC_DON_GRE,2,5,6,aaScore05,0.3487654321,0.4039351852,0.2932098765,0.2791666667,0.4914351852,0.4327932099,0.2138888889,0.087962963,0.386882716,0.4861882716,0.3424228395,0
