Atomtypes,Cuttoff,Ncliques,Distance,Median(Score),LDA,SUC,SAM,LLP,U5P,1PE,GSH,PMP,PLM,BOG,Mean
CA_ACC_DON,2.5,5,6,SOScore08,0.2861111111,0.5266203704,0.687654321,0.7194444444,0.6155864198,0.4549382716,0.831095679,0.8914351852,0.5994598765,0.381867284,0.5994212963
CA,3,5,6,aaScore05,0.4950617284,0.5471450617,0.7478395062,0.7415123457,0.6733796296,0.4979938272,0.5657407407,0.6361111111,0.5923611111,0.4956018519,0.5992746914
CA_ACC_DON,1.5,5,6,SO,0.3980709877,0.4564814815,0.6469907407,0.5802469136,0.6074074074,0.5608796296,0.7856481481,0.9157407407,0.5800154321,0.4606481481,0.599212963
CA_CB_ACC_DON,2,5,6,GO,0.5155092593,0.662962963,0.74375,0.6878858025,0.4841820988,0.5015432099,0.7331018519,0.6735339506,0.4959876543,0.4926697531,0.5991126543
CA_CB,2.5,5,6,SO,0.4516203704,0.4853395062,0.7371141975,0.6925925926,0.6375771605,0.4167438272,0.7662037037,0.8021604938,0.500617284,0.4964506173,0.5986419753
CA_ACC_DON,3.5,5,6,SOScore05,0.3028549383,0.5636574074,0.6614197531,0.7546296296,0.6475308642,0.3992283951,0.8436728395,0.861882716,0.5550154321,0.3891975309,0.5979089506
CA,2,5,6,GO,0.4799382716,0.5344907407,0.7162037037,0.7299382716,0.5587962963,0.4820987654,0.6730709877,0.799382716,0.5323302469,0.4697530864,0.5976003086
CA_CB,2,5,6,SOScore08,0.4652777778,0.525,0.7321759259,0.6127314815,0.6592592593,0.4047067901,0.761882716,0.8020833333,0.4848765432,0.5258487654,0.5973842593
CA_CB_ACC_DON,3.5,5,6,SOScore05,0.3013888889,0.6092592593,0.6807098765,0.7289351852,0.6385030864,0.4170524691,0.8304012346,0.8545524691,0.5513888889,0.3599537037,0.5972145062
CA_ACC_DON,2.5,5,6,SO,0.2844907407,0.5033950617,0.6824074074,0.7144290123,0.6285493827,0.443441358,0.8242283951,0.8942901235,0.5959104938,0.3875771605,0.5958719136
CA,1.5,5,6,GO,0.4768518519,0.5367283951,0.6834876543,0.7422839506,0.5169753086,0.4858024691,0.6932098765,0.7990740741,0.5313271605,0.4719135802,0.5937654321
CA_CB_ACC_DON,2.5,5,6,RMSD,0.7784722222,0.4842592593,0.6112654321,0.468132716,0.4561728395,0.6555555556,0.6972222222,0.7574845679,0.4858024691,0.543287037,0.5937654321
CA_CB_ACC_DON,3,5,6,SOScore08,0.3294753086,0.5604938272,0.6766975309,0.7344907407,0.6425154321,0.3631944444,0.8491512346,0.8858796296,0.519212963,0.363117284,0.5924228395
CA_CB,2,5,6,SO,0.4635030864,0.519058642,0.7238425926,0.5951388889,0.6466820988,0.4138888889,0.7505401235,0.799382716,0.4883487654,0.5218364198,0.5922222222
CA_CB,2,5,6,GO,0.4777006173,0.5324845679,0.7041666667,0.6942901235,0.6240740741,0.4111111111,0.7661265432,0.7179012346,0.5177469136,0.4702160494,0.5915817901
CA_ACC_DON,3,5,6,SOScore08,0.3162037037,0.5352623457,0.6609567901,0.7412037037,0.6405092593,0.350308642,0.8526234568,0.8828703704,0.5466049383,0.3777006173,0.5904243827
CA,3.5,5,6,aaScore05,0.4956790123,0.5471450617,0.6753858025,0.7394290123,0.6716820988,0.4979938272,0.5666666667,0.6282407407,0.5888888889,0.4903549383,0.5901466049
CA_CB,3,5,6,SOScore05,0.4473765432,0.5112654321,0.611882716,0.7668209877,0.6466820988,0.4094907407,0.7527006173,0.762191358,0.4944444444,0.4936728395,0.5896527778
CA_ACC_DON,2.5,5,6,GO,0.5195987654,0.6888117284,0.6477623457,0.6550925926,0.4639660494,0.431404321,0.7408179012,0.7242283951,0.5470679012,0.4644290123,0.5883179012
CA_CB,3,5,6,SOScore08,0.4455246914,0.4989197531,0.6016975309,0.7427469136,0.661882716,0.4261574074,0.7386574074,0.7591049383,0.4981481481,0.4939814815,0.5866820988
CA_ACC_DON,3,5,6,SO,0.3178240741,0.5188271605,0.6519290123,0.7397376543,0.6348765432,0.3439814815,0.8493055556,0.8811728395,0.54375,0.3765432099,0.5857947531
CA_CB_ACC_DON,3,5,6,SO,0.3159722222,0.5402777778,0.6719907407,0.7274691358,0.6341820988,0.350462963,0.8482253086,0.8821759259,0.5226851852,0.3601851852,0.5853626543
CA_CB,2,5,6,aaScore08,0.4479166667,0.5,0.7756944444,0.7970679012,0.6339506173,0.355632716,0.6948302469,0.6418209877,0.5327932099,0.469212963,0.5848919753
CA_ACC_DON,3.5,5,6,SOScore08,0.2802469136,0.5346450617,0.6594907407,0.7365740741,0.6490740741,0.4053240741,0.8480709877,0.8472222222,0.5258487654,0.3590277778,0.5845524691
CA_CB,3,5,6,SO,0.4408950617,0.4923611111,0.6022376543,0.7284722222,0.6638888889,0.4304783951,0.7291666667,0.7621141975,0.4959104938,0.4926697531,0.5838194444
CA_CB,1.5,5,6,aaScore08,0.4540123457,0.4736882716,0.6313271605,0.8166666667,0.6672067901,0.3738425926,0.6604166667,0.7378858025,0.5642746914,0.4544753086,0.5833796296
CA_CB,3,5,6,GO,0.4635802469,0.5582561728,0.5866512346,0.7402777778,0.5800925926,0.430941358,0.7508487654,0.7195987654,0.5276234568,0.4706018519,0.5828472222
CA_CB_ACC_DON,3.5,5,6,SOScore08,0.2838734568,0.5632716049,0.6697530864,0.7027777778,0.637654321,0.3990740741,0.8333333333,0.8472993827,0.5269290123,0.3358796296,0.5799845679
CA_ACC_DON,1.5,5,6,GO,0.4740740741,0.5858796296,0.6527006173,0.6884259259,0.4858796296,0.4739197531,0.693441358,0.7337191358,0.5492283951,0.4595679012,0.579683642
CA_ACC_DON,3.5,5,6,SO,0.2742283951,0.5232253086,0.650308642,0.7225308642,0.6445987654,0.3994598765,0.8473765432,0.8390432099,0.5200617284,0.3533179012,0.5774151235
CA_CB,1.5,5,6,GO,0.4836419753,0.5223765432,0.6013888889,0.7036265432,0.6344907407,0.4132716049,0.7274691358,0.7209876543,0.4949845679,0.4654320988,0.5767669753
CA_CB,1.5,5,6,aaScore05,0.4510802469,0.4768518519,0.6293981481,0.7955246914,0.6608796296,0.3811728395,0.6403549383,0.7091049383,0.5611882716,0.455632716,0.5761188272
CA_CB_ACC_DON,1.5,5,6,GO,0.4969907407,0.6366512346,0.6555555556,0.6212962963,0.5219135802,0.4820216049,0.6797067901,0.6920524691,0.4904320988,0.4783179012,0.5754938272
CA_CB,1.5,5,6,SOScore05,0.4675154321,0.5427469136,0.5762345679,0.6049382716,0.6538580247,0.4060185185,0.7408179012,0.7987654321,0.4895061728,0.4635030864,0.5743904321
CA_CB_ACC_DON,3.5,5,6,SO,0.2769290123,0.5459104938,0.6577160494,0.6929783951,0.6357253086,0.3928240741,0.8283950617,0.8451388889,0.5106481481,0.3331018519,0.5719367284
CA_CB_ACC_DON,2,5,6,RMSD,0.7364969136,0.4929012346,0.5320216049,0.3716820988,0.5109567901,0.6900462963,0.5547067901,0.6511574074,0.5680555556,0.586882716,0.5694907407
CA_CB,1.5,5,6,SOScore08,0.468904321,0.54375,0.5786265432,0.5344907407,0.6676697531,0.4077160494,0.7124228395,0.813117284,0.4979938272,0.4606481481,0.5685339506
CA_CB,2,5,6,aaScore05,0.4472993827,0.4892746914,0.7331790123,0.7627314815,0.6192901235,0.3576388889,0.6520061728,0.6072530864,0.5313271605,0.4699074074,0.5669907407
CA_CB,1.5,5,6,SO,0.4662037037,0.5218364198,0.5777006173,0.5087962963,0.662962963,0.4170524691,0.6922067901,0.8139660494,0.4964506173,0.4589506173,0.5616126543
CA_CB,2.5,5,6,aaScore08,0.4177469136,0.4614197531,0.7135030864,0.7979166667,0.5913580247,0.3665123457,0.6606481481,0.575,0.5297839506,0.4734567901,0.5587345679
CA_ACC_DON,2,5,6,RMSD,0.7347222222,0.5695987654,0.5027006173,0.3308641975,0.461882716,0.6955246914,0.5043209877,0.6389660494,0.5736882716,0.5647376543,0.5577006173
CA,3.5,5,6,RMSD,0.4805555556,0.5209104938,0.5260802469,0.5567901235,0.6304012346,0.4976851852,0.6228395062,0.6554783951,0.5773148148,0.4970679012,0.5565123457
CA,3,5,6,RMSD,0.4814814815,0.5202932099,0.4966049383,0.5441358025,0.6589506173,0.4976851852,0.650154321,0.6461419753,0.5783950617,0.4894290123,0.5563271605
CA_CB,2.5,5,6,aaScore05,0.4111882716,0.4638888889,0.6828703704,0.7594135802,0.5851080247,0.3770061728,0.6449845679,0.5466049383,0.5271604938,0.4820987654,0.5480324074
CA,2.5,5,6,RMSD,0.4765432099,0.5165895062,0.5045524691,0.4936728395,0.6208333333,0.493287037,0.5952160494,0.5941358025,0.5596450617,0.5200617284,0.5374537037
CA_CB,3,5,6,aaScore08,0.4052469136,0.4778549383,0.6353395062,0.7744598765,0.5852623457,0.3851080247,0.5793981481,0.450154321,0.506712963,0.4650462963,0.5264583333
CA,2,5,6,RMSD,0.4708333333,0.5131944444,0.4679012346,0.525617284,0.5919753086,0.4922067901,0.5805555556,0.5574074074,0.5349537037,0.5194444444,0.5254089506
CA,1.5,5,6,RMSD,0.4859567901,0.5152777778,0.4637345679,0.4830246914,0.6358024691,0.4919753086,0.5632716049,0.5072530864,0.5539351852,0.5112654321,0.5211496914
CA_CB,3.5,5,6,aaScore08,0.3977623457,0.4429012346,0.650308642,0.7396604938,0.5679783951,0.3744598765,0.5825617284,0.4887345679,0.4989197531,0.4614197531,0.520470679
CA_CB,3,5,6,aaScore05,0.4016203704,0.4662808642,0.6094135802,0.7223765432,0.5891975309,0.3971450617,0.5469907407,0.4358796296,0.5036265432,0.4656635802,0.5138194444
CA_ACC_DON,1.5,5,6,aaScore08,0.3222993827,0.5092592593,0.6390432099,0.750154321,0.5591049383,0.3574845679,0.5962962963,0.5209876543,0.4246141975,0.4564814815,0.5135725309
CA_CB,3.5,5,6,RMSD,0.468904321,0.599537037,0.4956018519,0.413117284,0.599537037,0.3835648148,0.5988425926,0.5997685185,0.4974537037,0.4725308642,0.5128858025
CA_CB_ACC_DON,1.5,5,6,aaScore08,0.3350308642,0.5180555556,0.6581790123,0.7341049383,0.5709876543,0.3083333333,0.6209876543,0.5127314815,0.3944444444,0.4647376543,0.5117592593
CA_CB,3.5,5,6,aaScore05,0.3923611111,0.443595679,0.625154321,0.6834876543,0.5648919753,0.3804783951,0.5412037037,0.4735339506,0.4955246914,0.4633487654,0.5063580247
CA_CB,3,5,6,RMSD,0.4728395062,0.5752314815,0.4410493827,0.4094907407,0.6266975309,0.4100308642,0.5613425926,0.5759259259,0.4695987654,0.474845679,0.5017052469
CA_CB_ACC_DON,1.5,5,6,aaScore05,0.3304783951,0.4935185185,0.6094907407,0.7165895062,0.5638888889,0.318287037,0.5788580247,0.481404321,0.4041666667,0.4814814815,0.497816358
CA_ACC_DON,1.5,5,6,aaScore05,0.3252314815,0.4780864198,0.6019290123,0.7010802469,0.5643518519,0.3591049383,0.5263888889,0.4827160494,0.4272376543,0.4767746914,0.4942901235
CA_CB_ACC_DON,1.5,5,6,RMSD,0.6655092593,0.4783179012,0.3253858025,0.2469135802,0.4331790123,0.6925154321,0.3635802469,0.4706790123,0.6090277778,0.5387345679,0.4823842593
CA_ACC_DON,1.5,5,6,RMSD,0.675617284,0.4829475309,0.3415895062,0.2412037037,0.4388117284,0.6463734568,0.3881944444,0.468441358,0.5781635802,0.5467592593,0.4808101852
CA_CB,2.5,5,6,RMSD,0.4543981481,0.568904321,0.468441358,0.3392746914,0.600462963,0.4111882716,0.518287037,0.4927469136,0.4432098765,0.4830246914,0.4779938272
CA_CB,2,5,6,RMSD,0.4243055556,0.5590277778,0.4136574074,0.3675154321,0.5696759259,0.4429012346,0.4811728395,0.387808642,0.4456018519,0.4598765432,0.455154321
CA_CB,1.5,5,6,RMSD,0.4327160494,0.5768518519,0.4725308642,0.3516975309,0.556867284,0.4388117284,0.474382716,0.3104166667,0.4611882716,0.4739969136,0.4549459877
CA_ACC_DON,2,5,6,aaScore08,0.2663580247,0.4295524691,0.4787037037,0.6345679012,0.5385802469,0.3098765432,0.4662808642,0.3404320988,0.4230709877,0.4371141975,0.4324537037
CA_CB_ACC_DON,2,5,6,aaScore08,0.269212963,0.4790123457,0.4455246914,0.6111882716,0.5033179012,0.3150462963,0.4317901235,0.337345679,0.4276234568,0.4143518519,0.423441358
CA_ACC_DON,2,5,6,aaScore05,0.2661265432,0.4064814815,0.4463734568,0.5640432099,0.5354938272,0.3170524691,0.4098765432,0.3091049383,0.4331790123,0.4503858025,0.4138117284
CA_CB_ACC_DON,2,5,6,aaScore05,0.2789351852,0.4290123457,0.3925925926,0.5372685185,0.5259259259,0.3165895062,0.393904321,0.3202160494,0.431867284,0.4388117284,0.4065123457
CA_CB_ACC_DON,2.5,5,6,aaScore08,0.2271604938,0.4773919753,0.3778549383,0.5168981481,0.5412037037,0.350462963,0.2949074074,0.2349537037,0.5077932099,0.4641203704,0.3992746914
CA_CB_ACC_DON,2.5,5,6,aaScore05,0.2411265432,0.4183641975,0.3531635802,0.456404321,0.5540123457,0.3819444444,0.2839506173,0.2247685185,0.4878858025,0.4857253086,0.3887345679
CA_ACC_DON,2.5,5,6,aaScore08,0.2199845679,0.4609567901,0.3613425926,0.4981481481,0.518441358,0.2949845679,0.343595679,0.2308641975,0.4592592593,0.4591049383,0.3846682099
CA_ACC_DON,2.5,5,6,aaScore05,0.2266975309,0.4259259259,0.3491512346,0.4573302469,0.5476080247,0.3274691358,0.3144290123,0.205787037,0.4679783951,0.4800925926,0.3802469136
CA_ACC_DON,3,5,6,aaScore08,0.2403549383,0.505632716,0.3450617284,0.4323302469,0.5362654321,0.3267746914,0.2916666667,0.1657407407,0.4069444444,0.4232253086,0.3673996914
CA_ACC_DON,3.5,5,6,aaScore08,0.218132716,0.5043981481,0.3702160494,0.3516975309,0.5704475309,0.3411265432,0.3132716049,0.1305555556,0.4180555556,0.4131944444,0.3631095679
CA_CB_ACC_DON,3,5,6,aaScore08,0.2159722222,0.5078703704,0.3449074074,0.4238425926,0.5259259259,0.3330246914,0.294058642,0.1609567901,0.3990740741,0.3875,0.3593132716
CA_CB_ACC_DON,3.5,5,6,aaScore08,0.2369598765,0.4669753086,0.3482253086,0.337654321,0.5577160494,0.3630401235,0.2852623457,0.1078703704,0.4512345679,0.3813271605,0.3536265432
CA_ACC_DON,3.5,5,6,aaScore05,0.2375771605,0.4456790123,0.35625,0.312962963,0.562345679,0.356095679,0.3064814815,0.1222222222,0.3871141975,0.3979938272,0.3484722222
CA_CB_ACC_DON,3,5,6,aaScore05,0.2142746914,0.4646604938,0.3160493827,0.3837191358,0.5149691358,0.3448302469,0.2792438272,0.1383487654,0.3970679012,0.4014660494,0.345462963
CA_ACC_DON,3,5,6,aaScore05,0.2432098765,0.4449074074,0.3067901235,0.387962963,0.5259259259,0.3344135802,0.2657407407,0.1395833333,0.3801697531,0.4224537037,0.3451157407
CA_CB_ACC_DON,3.5,5,6,aaScore05,0.2458333333,0.4138117284,0.337654321,0.2972993827,0.5467592593,0.3832561728,0.2652006173,0.1037037037,0.4234567901,0.4113425926,0.3428317901
